,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,state
1400,0.6270544749973166,0.027850741481879552,0.14600493751466778,0.5263785564652975,0.5612705086868521,0.49416312007016433,8
1425,0.6280017944575482,0.027428392680491874,0.1417365327242382,0.5275330896787016,0.5610375451343417,0.49522053033780133,8
1450,0.6287377422311272,0.02702862937650471,0.1382158631854951,0.5280805650149312,0.5616764605408265,0.4958742349741612,8
1475,0.629042139477791,0.026252252903365643,0.1348798441470358,0.5304678724634591,0.5644236387832009,0.49576313867316524,8
1500,0.6292171816558,0.025852771918095915,0.1310144936744298,0.5297443034318772,0.5651632467924067,0.4963809215033512,8
1525,0.6283078430455138,0.02583131569556552,0.12742989138182503,0.5291490324814558,0.561781778111331,0.4979263127419732,8
1550,0.6275751979545386,0.02556395987008814,0.12437660601261738,0.5296131738717474,0.5602994105158566,0.4996213974953748,8
1575,0.6242466443368627,0.025454420207696178,0.12191857032066841,0.5313499980874279,0.5597857887861151,0.5007057401996168,8
1600,0.6213958788025574,0.025277124053102923,0.12092463440193688,0.5342106359944085,0.5604708272953646,0.5030676859062994,8
1625,0.6190647353312729,0.024966855782564884,0.11989932775304961,0.5370100404431137,0.5617947314343856,0.5027071145342109,8
1650,0.6170792726392011,0.02469978227580494,0.11921512815737463,0.5383148569726214,0.559618585960956,0.5027689409745665,8
1675,0.6157857219526561,0.02498746504894272,0.11828155111185412,0.5376130925095576,0.5592674738233828,0.5013516950719338,8
1700,0.6143132759583972,0.024722085454487897,0.1185591225090548,0.5392406602622704,0.5594439095178072,0.5010296384218943,8
1725,0.6126734940455385,0.024766691811853675,0.11802780558565777,0.5409453040497563,0.5588868952935866,0.501487708335802,8
1750,0.6128006473257904,0.024656022874591718,0.11675431278047517,0.5395284463023875,0.5590353820744551,0.5005001373543119,8
1775,0.6127147775780879,0.024766409493136243,0.11479423779251714,0.5371489230848207,0.5613995299283435,0.49842918681531934,8
1800,0.6127153280251885,0.024568221753447587,0.1124303142910354,0.5349570188345371,0.5618196539237583,0.4980784988448426,8
1825,0.6131050445724541,0.02441181718394973,0.10990596325812431,0.5333846010654834,0.5613252772936624,0.4981884135074775,8
1850,0.6138393410047311,0.02434575460405355,0.10747810700278086,0.5326559951785739,0.5592796932954605,0.49747692006674654,8
1875,0.6140567676094908,0.02450018294252886,0.10591949794124621,0.5337093271596086,0.5560473328930767,0.49822791590083587,8
1900,0.6148780346836719,0.024811015850502022,0.10374022494004814,0.5340636513980279,0.5561994647515682,0.49829533171358953,8
1925,0.6140975006949395,0.024566527841142598,0.1019644033545238,0.5353754578492148,0.5586938526653339,0.4980534213575136,8
1950,0.6148328980214179,0.024633155058473768,0.09885314169920552,0.5337024649504021,0.558916966117331,0.49843471599104616,8
1975,0.6158253541439035,0.024478726719998463,0.09602064273463817,0.5315009542302171,0.5581543925546905,0.49755967042411686,8
2000,0.6157829697171529,0.024679173009427107,0.09440167479989245,0.5328692064794207,0.557450225565524,0.49763377698540134,8
2025,0.6152627972070315,0.024522768439929375,0.09362137752449994,0.5361974028640737,0.5564043286381903,0.4986326827771315,8
2050,0.6146551036079055,0.024566810159860158,0.09362137752449994,0.538140504527812,0.555116849675945,0.49954560096828354,8
2075,0.6143077714873907,0.024412664140102288,0.09502472132665626,0.5411273784267593,0.5549327867668146,0.5000118910720723,8
2100,0.6137430127621161,0.024811015850502022,0.0961445372638608,0.5453056695242281,0.5567462349281427,0.49942176972706503,8
2125,0.6135250357102557,0.024855057570432933,0.09701457865336971,0.5444985765354684,0.5585991915781021,0.49914628077598017,8
2150,0.6125270751167636,0.024433555725197557,0.09751452484661101,0.5445328875815009,0.5606893797782099,0.49918974054309456,8
2175,0.612441205369061,0.024412381821384853,0.09788938521707947,0.5423837015958826,0.5612666602357997,0.49949285307775043,8
2200,0.6119210328589397,0.024322604469218165,0.09842070214047653,0.5432553984062231,0.5608242832050497,0.498421265379288,8
2225,0.6122248796585026,0.024520227571471695,0.09876458887863934,0.5431550537819028,0.5614518125438607,0.49864132434371106,8
2250,0.6114437952226697,0.024563422335250048,0.09864029725156664,0.5422747254773674,0.5611106870372149,0.49846605170267566,8
2275,0.6107529841113445,0.0243641053206914,0.09867206507957244,0.5407371638685591,0.558882216282514,0.4999132354164618,8
2300,0.6105394106362894,0.02423198016089905,0.09873520363773397,0.5413610797921364,0.5603956843686071,0.4990851142695016,8
2325,0.6104535408885868,0.02447618585154091,0.0987971509023453,0.5421308371297164,0.561334532917997,0.4983332065673186,8
2350,0.6101067592151725,0.024409276315492306,0.09957625688418759,0.5428293620568859,0.5626282752129973,0.4981825030861663,8
2375,0.6096768600295591,0.024542813068872214,0.09957943366698817,0.5432691352843896,0.5628131487714624,0.4983711661422886,8
2400,0.609421452574854,0.024455294266445642,0.10042128110914193,0.5425556773427234,0.5632513786908788,0.49853668246357374,8
2425,0.6097258498215176,0.024255130295734437,0.10154189124204661,0.544337808336846,0.5617402501103219,0.4978045371056016,8
2450,0.6090366900514944,0.024123005135942083,0.10331334475122017,0.5453144785699093,0.5611288185606693,0.49796817172353447,8
2475,0.6084735826675218,0.02461141651722594,0.10558315606223476,0.5468308679426866,0.5629443146782115,0.4985299827970176,8
2500,0.6079567128400043,0.024834165985337407,0.11097217098556905,0.5526116421942573,0.5645424927754042,0.4984738638928962,8
2525,0.6069631558233175,0.02510180412953235,0.11629765025289177,0.5586032790831515,0.5678312928599814,0.4972345771864404,8
2550,0.6080012990551575,0.02543409326003578,0.12084442063622221,0.5592886402808129,0.5694204343503793,0.4974369316410058,8
2575,0.6066185759383059,0.02541235471878795,0.1236145752383282,0.5556958392273158,0.5703921568635817,0.4962472180080527,8
2600,0.6060620739195413,0.025412354718787823,0.1256048296628917,0.552212845980876,0.5721722148054682,0.49713706972659577,8
2625,0.6058479499973853,0.025522741337332344,0.12884038294528272,0.5500007039760693,0.5688175203075089,0.4976743250172338,8
2650,0.6064061033574522,0.02612069238100829,0.1320131947673622,0.5527989340930128,0.5665959841600997,0.4967812605800527,8
2675,0.6054538298733146,0.0266308423035401,0.13531148951006464,0.552310667505125,0.565822657405143,0.49746685161610843,8
2700,0.6046771490142868,0.026919654351547743,0.13746217146605746,0.5518858833610085,0.5647849395029396,0.4988748606739684,8
2725,0.6040314745652157,0.02720790176212052,0.13898980689528648,0.5498406459833929,0.5643523101748923,0.4985746888581769,8
2750,0.6036857937860027,0.026853027134216573,0.13718301167745647,0.5439420772228107,0.5603619058907999,0.4989181911297151,9
2775,0.6079627677581115,0.033165391338913434,0.13391330797995926,0.5338746805474965,0.5584945723037789,0.498286605425769,9
2800,0.6059332692979874,0.039234961446555854,0.15223341729305542,0.5544177987079485,0.5575256557750282,0.49467559885682955,9
2825,0.5923757572087929,0.051905425488185476,0.20121186321885134,0.6256827290747474,0.5584427618559445,0.5044470658732285,9
2850,0.5675874729248833,0.08218551953419655,0.26894404931002264,0.7174434866078209,0.5630906027505335,0.519815068691592,9
2875,0.5362763904981822,0.1277706758935951,0.34798478797555943,0.8150843631215718,0.5699859618148068,0.5335357472414011,9
2900,0.49538257449613454,0.1796684787764081,0.4228206575066782,0.8739866669424425,0.5756698452696406,0.5501937847895653,9
2925,0.45656064138096175,0.2322757485963113,0.49874656063624606,0.8946056245071388,0.5809945086713616,0.5679997505628305,2
2950,0.41847025246256275,0.28572517515053236,0.5735502652415089,0.9036921925066793,0.5819620769622713,0.571293208543553,2
2975,0.38184900685581874,0.33881831548326186,0.6489774134713856,0.9058022891308213,0.5820104741497488,0.5737725622836842,2
3000,0.3443173217445871,0.3936403756419927,0.7256180927310841,0.9090820949480559,0.5822183217947996,0.5744623559391936,2
3025,0.3041544994922126,0.4466208708064378,0.8050309120821388,0.9170469611845039,0.5827592097860256,0.5765685103833182,2
3050,0.26316765793015384,0.4940196426070891,0.8688024442166867,0.9117082434102545,0.5829962635621971,0.5802231796044492,2
3075,0.23327893081155174,0.5397798365713408,0.9028241996195006,0.8508689681243373,0.5823985846073992,0.5800668243247213,2
3100,0.21591727880971323,0.570502041728965,0.9153780510516936,0.7624394938798315,0.5758754216743622,0.5685131545946274,2
3125,0.20723617758524365,0.5825948816745791,0.914104161148661,0.6613501314067897,0.5694007270383935,0.5557461607594243,2
3150,0.20386964311762235,0.5865148770671377,0.9147613580905312,0.5922563286514149,0.5669344345239407,0.5390178045812498,2
3175,0.2041718385758833,0.5894168311643726,0.914235203439185,0.562199624936502,0.5613215938168606,0.5199179091306054,2
3200,0.20132217393577936,0.5913862865376883,0.9147041760001207,0.5496031568529703,0.5615337080373576,0.5141028638711251,2
3225,0.19890185803418828,0.5931821158997385,0.9151735456589064,0.5452347610674072,0.5613848557531925,0.511017519159848,2
3250,0.19618319980404086,0.5941329653402957,0.9147089411743214,0.5453557733077443,0.5618688987375577,0.5095338406567581,2
3275,0.1926454762881151,0.594398062616033,0.9140866888432577,0.5413240244854091,0.5627484049112589,0.5071411032379934,2
3300,0.19048937499483962,0.5943543032148196,0.9128147844294754,0.5378129781041016,0.562816210750441,0.5089434696070407,2
3325,0.18885674889428938,0.594619965127992,0.9125959835140857,0.5381482638392663,0.5621480152588609,0.5061990030383378,2
3350,0.18644358880500692,0.5952619578915986,0.9118502337516492,0.5413290395361682,0.5624803459313203,0.5006979012553202,2
3375,0.18467610316479566,0.5960126433614448,0.9111640486667238,0.5464319689363395,0.5631462289390086,0.4956787964482671,2
3400,0.1835548424207563,0.5966103120864031,0.9104774664839486,0.5448804461738028,0.5626243300529015,0.4966127478022446,2
3425,0.18221945775456114,0.5968745624059878,0.9101010177220799,0.5449305935664562,0.5625239972647098,0.49630293783053897,2
3450,0.18187597876375092,0.5973378474214137,0.9097261573516113,0.5453386536065193,0.5622909554916495,0.49481076490828807,2
3475,0.1808009555761668,0.5987087871136185,0.9092889526186815,0.5462094003606601,0.5618117863586356,0.49544753421447807,2
3500,0.17842907901943356,0.5991291596839836,0.9091348786528534,0.5464698434718555,0.5627548076188118,0.49704486403283116,2
3525,0.17665884114371908,0.5996607658290458,0.9089168719331635,0.5429615413512429,0.5622630136890527,0.5015594003417186,2
3550,0.17540712443682388,0.5999941842344194,0.9085106408325393,0.542840765846221,0.562262471833971,0.5000110237941054,2
3575,0.1744977858265376,0.5999281216545231,0.9082600720891436,0.5424239216799834,0.5622325759398199,0.49827562287753085,2
3600,0.17471356108999536,0.6002827139637096,0.9077597287980523,0.5428789487606346,0.5615595521070268,0.49722835909325397,2
3625,0.1756630823386296,0.5999501425144886,0.9083514045946602,0.5396847507943404,0.5602909626964733,0.5004444242203446,2
3650,0.17721644405668507,0.600415968398372,0.9088847070073078,0.5408545472057072,0.5593563892556804,0.4999620170152134,2
3675,0.17850889384902888,0.6008143201087717,0.9094466004651605,0.5409336105711539,0.5586264094850648,0.5011353303995185,2
3700,0.17859531404383214,0.6015034600982018,0.9092599644756262,0.5408420531879463,0.5586351915195248,0.5035637510672786,2
3725,0.17893879303464236,0.6013250346687385,0.9092611557691765,0.5399167638631267,0.5594660231783446,0.5045842518574324,2
3750,0.18031986481019213,0.6014365505621531,0.9092297850390207,0.5387310750362485,0.559314785878505,0.5029516155766557,2
3775,0.18178790722764573,0.6016141290354637,0.9094791624888662,0.5414089937739858,0.5591147958432342,0.4991684019379003,2
3800,0.1831706303444973,0.6018137283687398,0.9096669897719506,0.5437120888639583,0.559359913446999,0.49588570801379445,2
3825,0.18468325897710422,0.6018360315474227,0.9102590626664088,0.5439845618670991,0.559289233358158,0.4944437970825059,2
3850,0.18520012880462158,0.6014134004273176,0.9110099747008957,0.5428769614299611,0.5593133707976488,0.4952194334206813,2
3875,0.1848131644928594,0.6016141290354637,0.9111048810870631,0.540846778549438,0.5596192956346719,0.49751993170308634,2
3900,0.1844696855020491,0.6015698049968154,0.9108860801716732,0.5415116216481238,0.5604755902157543,0.49880964315446746,2
3925,0.18352291648891816,0.601769686648809,0.9106370998196777,0.5400442022212999,0.560524270419403,0.5007839869541774,2
3950,0.18278972095084237,0.6016578884366771,0.9105120139969051,0.5417465316095846,0.5617204489336763,0.4987834174713726,2
3975,0.18188588681156276,0.6018800732673535,0.9104175047085878,0.5426033981983944,0.5615109472795442,0.49678015920391994,2
4000,0.18107012420838828,0.6018354669099878,0.9104492725365936,0.5428682987863827,0.5615853193783379,0.4964355644742745,2
4025,0.18003803589465545,0.6019023764460365,0.9100104794122633,0.5423326352964132,0.5615672433203643,0.49668771495297687,2
4050,0.17943474587233488,0.6014574421472484,0.9099175585153463,0.540708640377999,0.5614724513914855,0.49817496958423846,2
4075,0.17891732559771673,0.60154665486198,0.9096054396051892,0.538582835119709,0.560692291004856,0.5015519627085635,2
4100,0.17852926039175324,0.601323623075151,0.9091678377744095,0.5378592536283737,0.5606323299757277,0.5038676729127365,2
4125,0.17831513646959746,0.6012558665829498,0.9089815988827253,0.539369867905432,0.560899359288792,0.5015931193956272,2
4150,0.17822926672189485,0.6010105316174378,0.909012969612881,0.5392384019319595,0.5606607681232679,0.5006578816164906,2
4175,0.1782292667218949,0.6007214372507126,0.9094473946608603,0.5407168980795907,0.5605976811165294,0.49743742213240083,2
4200,0.17943694766073745,0.6004326252027048,0.9098842022959402,0.5408625370225999,0.5600459389573684,0.49669634983103744,2
4225,0.1800402376830581,0.5998541541505369,0.9099791086821076,0.5408649635595821,0.5598570576623675,0.4954533799801054,2
4250,0.18072719566467868,0.5994552378027022,0.9096344277482445,0.5410639271323716,0.5602103770416382,0.4948415098007371,2
4275,0.1822315675907757,0.598589930933549,0.9103841484891816,0.5400960597151128,0.5600235792576469,0.4951843766629679,2
4300,0.18360768534241942,0.5980377155221089,0.9101335797457859,0.5379395411645957,0.5589375352775569,0.49772503513897076,2
4325,0.18403758452803295,0.5970877130377042,0.9104766722882484,0.537793160866257,0.5592994845167634,0.49753334887224937,2
4350,0.18528599855232414,0.5962277702241836,0.9112871490002465,0.5376119119479192,0.5594582736551426,0.4975773236553287,2
4375,0.18618763090320115,0.5953884366770409,0.9112557782700909,0.5379106688009394,0.5590257125923024,0.49717479966241257,2
4400,0.187218067875632,0.5945502324047681,0.9112871490002465,0.5384028290617768,0.5594550410131461,0.49616448102772037,2
4425,0.187518611992591,0.5938667387896883,0.9109762213836395,0.5385104937912426,0.5598415842154161,0.4966281157894564,2
4450,0.1877762212356987,0.5932916555621305,0.9106664850605831,0.5388954877127519,0.5602759258624093,0.4959096640594336,2
4475,0.18820556997421162,0.5929170186240011,0.9106668821584333,0.539368690458732,0.5602996949542197,0.4973961138389059,2
4500,0.18794796073110387,0.5925867057245201,0.9113538614390587,0.5384542753837261,0.5599981945559342,0.499129925117459,2
4525,0.18773328636184744,0.5925644025458373,0.9110747016504578,0.5404091359397726,0.5601957554875844,0.49887115077541616,2
4550,0.18747567711873975,0.592498339965941,0.9117311043966274,0.5408493265690163,0.5605520998688465,0.4988198676705495,2
4575,0.18747567711873975,0.5929607780252145,0.9116993365686218,0.5421384251195607,0.5604967453190082,0.4979720265399989,2
4600,0.18726100274948326,0.593490407939254,0.9112009787667807,0.5440921611828592,0.5608825134267387,0.49634904179217443,2
4625,0.1871751330017807,0.5937766791188042,0.9115432771135433,0.546042962974223,0.561530454062484,0.4937316570849358,2
4650,0.18734687249718587,0.593930825138562,0.9113256674917034,0.5456774280726469,0.5612061274855616,0.4930250819351941,2
4675,0.188119700226509,0.5938867834186312,0.9114193825843205,0.5434122978514028,0.5608163146643081,0.4951490479054808,2
4700,0.18854904896502192,0.5937326373988734,0.9117295160052271,0.5423585484686279,0.5601987833339593,0.49599953323055235,2
4725,0.18902133257738596,0.5934023244993925,0.9122584503415239,0.5403108035656325,0.5599463940634426,0.4986671509451708,2
4750,0.18923600694664244,0.5932253106635167,0.9122250941221178,0.5406586549621404,0.5599152907284402,0.4982106907348416,2
4775,0.19018057417137074,0.5930491437837935,0.9120988170057948,0.53993880516696,0.5600070846769721,0.4984879164713666,2
4800,0.19082900085594523,0.5936236623739165,0.912439924059007,0.540889094987055,0.560161085295509,0.4991247103021263,2
4825,0.19298620304342207,0.594065491166812,0.9128747462048366,0.5435277250072609,0.5591024711289622,0.49797810863329844,2
4850,0.1947096529155807,0.5941098152054602,0.9134040776389832,0.5422330164527307,0.5586881098547833,0.5001430306350781,2
4875,0.19630374771908488,0.5941538569253911,0.9136212901629729,0.5397624871960459,0.5582190539277686,0.5012886624686475,2
4900,0.19656245785639387,0.594374065525045,0.9143972193620145,0.5403518210739535,0.5587116897950823,0.5017984413231331,2
4925,0.19695107350945806,0.5949036954390847,0.9147085440764714,0.5422647047206642,0.5595141842819807,0.4997067697522028,2
4950,0.19703914504556327,0.5955869067354471,0.9148943858703052,0.5432104685353224,0.5600199882233131,0.49985894470754044,2
4975,0.19772610302718385,0.5962715296253969,0.9149563331349166,0.5449312726230185,0.5602853649494879,0.49750197079999936,2
5000,0.19849948120360772,0.5969569994714993,0.9150516366189341,0.5444910695340214,0.5602101523353314,0.4975764519183492,2
5025,0.1993196473835874,0.5976190368640488,0.9153331789946354,0.545153573313999,0.5597175122014423,0.49761325437952797,2
5050,0.20018054664901572,0.5977514443425588,0.9155809680530806,0.5458906860975692,0.5599429040047276,0.4949089590560859,2
5075,0.19875103552860812,0.5975961690479309,0.9157358362146091,0.5438597400571479,0.5608192330019133,0.4951784863072137,2
5100,0.19875158597570877,0.5972864654148278,0.9155488031272249,0.5432902078423931,0.5615374853788193,0.49380220535409924,2
5125,0.19724170957860526,0.5976630785839797,0.9154558822303079,0.5426878504072035,0.561550575232288,0.49378434477879773,2
5150,0.1971118040628501,0.597464890844291,0.915549200225075,0.5428655109165507,0.5616068428292719,0.4974865247800656,2
5175,0.1957775202908563,0.5974197198494903,0.9152084902697127,0.5424268746415485,0.5612865623880642,0.4969996273491626,2
5200,0.19487368615157663,0.5975306711054698,0.9147411061001774,0.5414746847090542,0.5615836355032284,0.4976691614805469,2
5225,0.19375737943144325,0.5977514443425588,0.9142439395918865,0.5416498781872205,0.5616368226327401,0.498615123185186,2
5250,0.19255465251650658,0.5978838518210687,0.914398807753415,0.5430520676898534,0.5619282354244791,0.4965128659181463,2
5275,0.1902758015197845,0.5980625595692494,0.9141808010337251,0.541986079714263,0.5620001414426649,0.49853101282894735,2
5300,0.18855400298892777,0.5984854730080721,0.913370721419577,0.5415508792162715,0.5624420946602539,0.500426797743209,2
5325,0.186616979641714,0.5986630514813828,0.9126571365829969,0.5417340936607142,0.5627428100086572,0.4998824905240128,2
5350,0.18507022328886644,0.5991291596839836,0.9120984199079446,0.5429393567602449,0.5626122684441152,0.49860077854138496,2
5375,0.18317668526260464,0.5993711068248855,0.911569485571648,0.5434739549412952,0.5625907492597566,0.49876484345404176,2
5400,0.18184460327901342,0.5999478839647485,0.9110421396267517,0.5430339138290928,0.5622508880816348,0.49738488158595756,2
5425,0.1813723196666493,0.6002587168727217,0.9109178479996789,0.5435352382385846,0.5621354260169112,0.49856741174947833,2
5450,0.18085710118043385,0.6007033688527922,0.9110115630922961,0.5432990168880744,0.561274630198733,0.49918111904207213,2
5475,0.17986739729345166,0.6007925815675239,0.9109801923621403,0.5430640352830314,0.5611035177682736,0.4984954744978642,2
5500,0.17943639721363683,0.6005926999155302,0.9106704560390839,0.5415515489280189,0.5612135043945079,0.49954655965601036,2
5525,0.17943639721363683,0.6007471282540056,0.9104222698827886,0.5418277660870681,0.5612559937971843,0.4978930128352569,2
5550,0.17891842649191808,0.6004591631621503,0.9105159849754054,0.5411867834162176,0.5608274504262226,0.4971916837139366,2
5575,0.1788320062971149,0.6001477656167422,0.9104206814913881,0.5420563278041516,0.5609689642006203,0.49609546888842626,2
5600,0.17796890524328393,0.5996816574141413,0.9104834229516996,0.539164500019375,0.5608849155087149,0.49929559973369436,2
5625,0.17792541992233196,0.5995481206607614,0.9103893107612323,0.5377334911070378,0.5605397438663544,0.5017228588286505,2
5650,0.1776667097850229,0.5991043156368433,0.9101391391156868,0.5394931384760799,0.5607672134918821,0.49890500805871785,2
5675,0.17779496395947608,0.5989933643808638,0.9101387420178366,0.5389758718120631,0.5607913324428792,0.498814556986444,2
5700,0.177619921781467,0.5987031407392684,0.9099191469067468,0.5398970276136794,0.5605890541009773,0.4988231205203017,2
5725,0.17710085016554697,0.5982822035314683,0.9096364132374949,0.5401592057455412,0.5610257181872049,0.4970769154159963,2
5750,0.17753405203376446,0.5979956500332007,0.909417215224255,0.5387073547806392,0.560725593048405,0.49855751720033487,2
5775,0.17727479144935476,0.5973756781295595,0.9091368641421038,0.5393232808873238,0.5603939464502087,0.4978773483237016,2
5800,0.17766230620821763,0.5971102985351047,0.9095101361211719,0.5398760142395047,0.5606710534144768,0.49750411781460624,2
5825,0.17843623483174212,0.5967334030472353,0.9097932668882736,0.5394181369902544,0.5598885108565564,0.4970709046668997,2
5850,0.18024555445160337,0.5970662568151739,0.9099159701239461,0.5409967254521987,0.5596999623544404,0.4977751834251097,2
5875,0.1809776490954778,0.5970001942352776,0.9101331826479357,0.5437460697265246,0.5594563124526292,0.49485575634625917,2
5900,0.1818368970196042,0.5972887239645679,0.9101030032113302,0.543027316389647,0.5598199228118761,0.4948122296939544,2
5925,0.18235431729422225,0.5972887239645679,0.9103833542934813,0.5432356933061594,0.5596210648412904,0.4961476571728676,2
5950,0.18166570797129977,0.5974448462153482,0.9097277457430116,0.5428093111986645,0.56042325497914,0.49577537643347364,2
5975,0.17755992304749538,0.5985086231429074,0.9056126207227101,0.5417034800465147,0.5610574785748261,0.4992551921607614,3
6000,0.17086153227959416,0.5995512261666539,0.9052997076168529,0.5454472933116916,0.5693834445634529,0.4962573488848684,3
6025,0.1372583881257552,0.5973358711903912,0.8902500961969542,0.5398176340647666,0.575163943197073,0.5059416377443027,3
6050,0.09644548784750412,0.593705534801993,0.8699345701872434,0.4892946919830583,0.5934792948988584,0.5393283123884404,3
6075,0.05736099146531775,0.5988894710928219,0.8487156465686178,0.4557702426449764,0.5988879401494694,0.574397662353683,3
6100,0.03080191885859294,0.6184651686459091,0.8369051623117607,0.4499966047171879,0.5967407064134549,0.6243714606377813,3
6125,0.020606537660214592,0.6479635221631486,0.8339436065459197,0.45354814529717197,0.5743722090134499,0.6892897023549952,3
6150,0.0057048337512144425,0.6803186587828224,0.8211967655585916,0.44554274436784885,0.5745571579480812,0.7465599503051955,3
6175,0.008037078116700227,0.7121204507161861,0.8191687868382712,0.435264908686828,0.5742471414652052,0.7866865519309938,3
